date,text,place
4/29/2019 4:04:37,пустая шоколадина,Ленинград
4/29/2019 8:06:19,большая шоколадина,Пермь
4/29/2019 8:56:54,пустая шоколадина,Ленинград
4/29/2019 13:14:13,"Солёный огурец, на полу валяется, никто его не ест","Бердянск, Запорожская обл., Украина"
4/29/2019 16:59:39,"солёный огурец, по полу валяется, никто его не ест",Курск
4/29/2019 22:02:09,Соленый огурец,Москва
4/30/2019 10:39:50,Пустая шоколадина,"Приморский край, г. Уссурийск"
4/30/2019 11:36:53,"Соленый огурец, никто тебя не любил, никто тебя не съест","Тихорецк, Краснодарский край"
5/1/2019 17:12:34,Турецкий барабан,Москва
5/1/2019 21:56:14,"зелёный огурец, на полу валяется , никто его не ест",Челябинск
5/1/2019 22:41:46,"пустая шоколадина, солёный огурец, на полу валяется никто его не ест (вроде так, но не точно)",Свердловская область
5/3/2019 20:56:01,соленый огурец,красноярск
5/3/2019 22:48:30,"солёный огурец, на полу валяется, никто его не ест","Лыткарино, Московская область "
5/3/2019 22:49:25,турецкий барабан,"Лыткарино, Московская область "
5/7/2019 8:14:50,"Бука-шоколадина, соленый огурец, никто тебя не любит, никто тебя не ест",Чита
5/7/2019 13:43:02,"Турецкий барабан, а кто на нем играет ""Имя"", таракан.",Москва
5/7/2019 22:25:14,"соленый огурец. На полу валяется, никто его не ест.",Тольятти
5/8/2019 13:51:00,жопа-шоколадина,"Новочебоксарск, Чувашская Республика"
5/8/2019 17:46:12,"...солёный огурец, на полу валяется, никто его не ест. 
(+продолжение: Вот муха прилетела, понюхала и съела).",г. Липецк
5/9/2019 10:45:53,Соленый огурец,Норильск
5/9/2019 12:15:55,"Соленый огурец, на полу валяется, никто его не ест.",Сочи
5/9/2019 12:17:51,"Соленый огурец. На полу валяется, никто его не ест","Краснодарский край, пос. Лазаревское"
5/9/2019 14:34:53,"турецкий барабан. Кто на нем играет, тот <Имя> называется",Москва
5/9/2019 17:53:25,"Жадина-говядина, соленый огурец. На полу валяешься никто тебя не ест. муха подошла понюхала - ушла",Новосибирский район кубовая
5/10/2019 16:11:58,"По полу валяется, никто его не ест","С. Шелаево, Белгородская область"
5/12/2019 16:57:41,Солёный огурец,"Казахстан, Г. Талды-Курган"
5/13/2019 12:27:09,"Солёный огурец, по полу катается, никто его не ест.","г. Усолье-Сибирское, Иркутская область"
5/13/2019 12:28:50,В жопе шоколадина!,"г. Усолье-Сибирское, Иркутская область"
5/13/2019 12:30:32,булка-шоколадина,"Нерчинск, Забайкальский край"
5/13/2019 12:31:59,"соленый огурец, по полу катается, никто его не ест","г. Красноярск, Красноярский край"
5/13/2019 12:33:21,соленый огурец,"Лесосибирск, Красноярский край"
5/13/2019 12:39:19,звери,"Государство Лаос, г. Вьентьян"
5/13/2019 12:58:55,"соленый огурец, по полу валяется, никто его не ест","г. Красноярск, Красноярский край"
5/13/2019 13:40:40,"соленый огурец, ты по полу валяешься, никто тебя не ест","Краснотуранск, Красноярский край"
5/13/2019 13:58:22,"соленый огурец, по полу катается, никто его не ест","г. Красноярск, Красноярский край"
5/13/2019 14:15:32,Соленый огурец по полу валяется никто его не ест,Ростов на дону
5/13/2019 15:31:55,Соленый огурец,Москва
5/13/2019 15:32:47,Турецкий барабан,Москва
5/13/2019 16:04:28,"солёный огурец.По полу валяется, никто его не ест.","город Красноярск, Красноярский край"
5/14/2019 20:48:56," Казбекский таракан , кто на нем играет тот грустный растаман ",Moscow
5/14/2019 22:06:16,Турецкий барабан,Москва
5/14/2019 22:13:57,Соленый огурец никто его не ест,Москва
5/15/2019 8:09:19,Так тебе и надо!,Москва
5/15/2019 8:29:19,"соленый огурец. На полу валяется, никто его не ест.",Самара
5/15/2019 12:25:23,Солёный огурец/в попе шоколадина,Кострома
5/16/2019 5:59:10,"Турецкий барабан кто на нем играет? Кто то таракан. Жадина говядина солёный огурец, на полу валяется, никто его не ест.",Москва
5/16/2019 18:39:43,"солёный огурец, на полу ваялется, никто его не ест!",г Троицк г Москва (во время моего детства была Московская область)
5/16/2019 18:40:44,"турецкий барабан, кто с тобой подружится, тот рыжий таракан!",г Троицк г Москва (в время моего детства Московская область)
5/17/2019 4:30:55,пустая шоколадина,Санкт-Петербург
5/17/2019 22:20:23,"Солёный огурец, по полу валяется - никто его не ест",Воронеж
5/19/2019 22:43:58,"Соленый огурец. По полу валяется, никто его не ест.","Самарская область, Самара"
5/20/2019 4:34:16,"Соленый огурец, на полу валяется, никто его не ест ","Новгород, Новгородская обл"
5/20/2019 11:55:52,"пустая шоколадка. на полу валяется, никто ее не ест",Москва
5/20/2019 15:54:34,"турецкий барабан, кто на нем играет -- жирный таракан","Зеленоград, Москва"
5/20/2019 20:40:18,"Солёный огурец, по полу валяется, никто его не ест!",Таганрог
5/21/2019 6:46:27,Большая шоколадина,"Ижевск, Удмуртская республика"
5/22/2019 9:25:34,"Соленый огурец, на полу валяется, никто её не ест","Артём, Приморский край"
5/23/2019 19:59:00,"Турецкий барабан, кто на нём играет - ""имя""-таракан.",Москва
5/23/2019 23:08:44,"Соленый огурец ,по полу валяется никто его не ест",Ставропольский край
5/23/2019 23:09:44,Турецкий барабан,Ставропольский край
5/24/2019 11:12:26,В попе шоколадина,Кострома
5/24/2019 15:33:35,Пустая шоколадина,санкт-петербург
5/24/2019 18:35:30,ябеда-корябеда,Саратов
5/24/2019 18:39:24,Солёный огурец,"Междуреченск, Кемеровская область"
5/24/2019 23:38:06,Пустая шоколадина,Екатеринбург
5/25/2019 9:30:56,"солёный огурец, по полу валяется, никто его не ест","Ульяновск, Вышний Волочёк"
5/26/2019 1:32:26,"... турецкий барабан, кто на нём играет - *имя человека*-таракан.",Город Москва
5/27/2019 1:15:19,кошка-поросятина,"Махачкала, Дагестан"
5/27/2019 13:12:28,"соленый огурец, на полу валяется никто его не ест.",Челябинск
5/27/2019 16:16:35,"Солёный огурец, на полу валяется никто его не ест","Город Горно-Алтайск, Республика Алтай"
5/29/2019 16:10:49,"соленый огурец, под столом валяется, никто его не ест","Южно-Сахалинск, Сахалинская область"
5/29/2019 23:57:47,"соленый огурец,на полу валяется никто его не ест!","Кисловодск,Пятигорск,Бобруйск"
5/30/2019 0:49:17,"Солёный огурец

",Нальчик
5/30/2019 8:57:56,Пустая шоколадина,Гатчина
5/31/2019 6:08:16,"Соленый огурец, на улице валяется, никто его не ест.","Братск, Иркутская область"
5/31/2019 15:05:33,"соленый огурец, по полу валяется, никто его не ест",Москва
5/31/2019 20:11:50,немецкий барабан,москва
6/1/2019 22:45:36,соленый огурец,гатчина
6/1/2019 22:57:18,Соленый огурец,"Республика Башкортостан,Уфа"
6/2/2019 1:56:22,Солёный огурец,Москва
6/2/2019 19:24:35,солёный огурец,Москва
6/2/2019 22:25:05,в попе шоколадина.,"Бендеры, Республика Молдова"
6/3/2019 22:36:08,"Соленый огурец,по полу валяется-никто его не ест",Карелия
6/4/2019 16:06:45,пустая шоколадина,Санкт-Петербург
6/4/2019 16:28:32,В жопе шоколадина,"г. Коряжма, Архангельская область"
6/5/2019 10:00:45,"Солёный огурец. На полу валяется, никто его не ест. ","Республика Коми, г. Сыктывкар "
6/5/2019 14:22:48,"соленый огурец, на полу валяется, никто его не ест",город Казань
6/5/2019 16:47:53,"Солёный огурец, на полу валяется никто его не ест",Волгоград Волгоградская область
6/5/2019 16:58:33,"Солёный огурец, по полу валяется, никто его не ест","Старый Оскол, Белгородская"
6/6/2019 22:24:08,Турецкий барабан. Кто на нем играет? Васька-таракан.,Москва
6/7/2019 9:24:42,"солёный огурец, на полу валяется, никто его не ест",Московская область
6/7/2019 18:42:00,в попе шоколадина,Вологда
6/7/2019 19:47:54,"солёный-огурец, на полу валяется, никто его не ест","Харьков, Украина"
6/8/2019 8:41:36,"Зелёный огурец
На полу валяется, никто его не ест.",Казахстан. Шымкент
6/10/2019 3:23:47,"солёный огурец, на столе валяется, никто его не ест!",Москва
6/10/2019 9:38:56,соленый огурец,Омск
6/10/2019 14:35:59,"солёный огурец, на полу валяется, никто его не ест; в попе шоколадина","Атырауская область, г. Атырау (Гурьев)"
6/10/2019 18:44:52,"солёный огурец! Никто тебя не любит, никто тебя не ест!","Сибирь, Кемеровская область, Новокузнецк"
6/11/2019 22:34:31,В жопе шоколадина,Архангельская область
6/12/2019 10:47:07,"соленый огурец, на полу валяется - никто его не ест",Казань
6/12/2019 21:43:02,солёный огурец. На полу валяется никто его не ест.,Обнинск
6/13/2019 20:41:16,"солёный огурец, на полу валяется, никто его не ест.",Иркутск
6/13/2019 20:41:51,пустая шоколадина!,Иркутск
6/14/2019 1:06:22,Пустая шоколадина,Ленинград
6/14/2019 9:35:30,"соленый огурец. На полу валяется, никто его не ест.",Самара
6/14/2019 12:39:18,пустая шоколадина,Нижний Тагил
6/15/2019 12:43:29,"Солёный огурец. На полу валяется, никто тебя не ест
","Кемерово, Кемеровская область "
6/15/2019 19:07:15,"Соленый огурец, на полу валяется, никто его ест!","Белорецк, Башкирия"
6/15/2019 22:38:55,"Солёный огурец, на полу валяешься, никто тебя не ест","г. Владикавказ, РСО-Алания"
6/15/2019 23:59:50,соленый огурец,Минск
6/16/2019 11:14:31,соленый огурец,Москва
6/18/2019 15:24:55,Соленый огурец по полу валяешься никто его не ест,Барнаул
6/19/2019 13:06:42,...солёный огурец.,г. Сергиев Посад Московской области
6/19/2019 13:07:46,- турецкий барабан. Кто на нём играет - <имя> - таран.,Москва
6/19/2019 22:45:31,соленый огурец,"Новая Таволжанка, Белгородская область"
6/19/2019 22:52:00,"..соленый огурец, на полу валяется, никто его не ест",Москва
6/19/2019 22:56:40,"Пустая шоколадина, соленый огурец, никто её не кушает, никто её не ест, муха прилетела, понюхала и съела.",Санкт-Петербург
6/19/2019 23:10:01,большая шоколадина на полу валялась никто её не ел,Пермь
6/19/2019 23:11:26,"солёный огурец, на полу валяется, никто его не ест",Москва
6/19/2019 23:14:50,Свинина-поросятина,Ижевск Удмуртия
6/19/2019 23:25:30,"В жопе шоколадина
","Село Бутка, Свердловская область"
6/19/2019 23:26:04,Пустая шоколадина,Санкт-Петербург
6/19/2019 23:35:33,Тупая шоколадина,"Нижний Новгород, Нижегородская область"
6/19/2019 23:38:56,...в попе шоколадина,"Латвия, Даугавпилс"
6/19/2019 23:40:51,жопа шоколадина,"г. Нижнекамск, Республика Татарстан"
6/19/2019 23:45:35,Солёный огурец,Челябинск
6/19/2019 23:46:09,жопа гуталин,Челябинск
6/19/2019 23:46:25,Пузатый контрабас,Челябинск
6/19/2019 23:46:52,"Солёный огурец, на полу валяется, никто его не ест",Челябинск
6/20/2019 0:03:14,"Я уже писал про жадину-говядину, но прочитав статью, вспомнил, что у нас тема про помойки звучала так: 
Повторяка номер два
Из помойного ведра
Все помойки облизал
И спасибо не сказал. ","Могилев, Беларусь "
6/20/2019 0:13:14,Жадина-говядина - турецкий барабан. Кто на нем играет -васька таракан,Москва
6/20/2019 0:20:54,соленый барабан,"Зеленоград, Московская область"
6/20/2019 0:26:12,"солёный огурец. По полу валяется, никто его не ест. ",Краснодарский край
6/20/2019 0:26:35,Жадина-говядина свинина-поросятина.,"Екатеринбург, Коркино (Челябинская обл.), Красноярск"
6/20/2019 0:26:48,"Пустая шаколадина , по полу валяется никто ее не ест",Иркутск
6/20/2019 0:27:03,"Соленый огурец, по полу валялся, никто его не ест. Ну а если кто и съест, сразу выплюнет в подъезд ","Красноярский край, Красноярск "
6/20/2019 0:28:17,"Пустая шоколадна, шоколадку съела , пузо заболело",Иркутск
6/20/2019 0:28:41,"Соленый огурец на полу валяется, никто его не ест",Ставрополь
6/20/2019 0:37:53,"...старый нафталин, никто на нём не женется, сидит весь век один",Санкт-Петербург и пригороды
6/20/2019 0:39:51,"....курица-павлин, глупая кошатина, хрюшка-крокодил",СПб и ЛО
6/20/2019 0:42:33,"...ленивая кошатина, лапой умывается, по полу валяется",СПб и ЛО
6/20/2019 0:46:02,"Турецкий барабан. 
Кто на нем играет?
""Тут имя"" - таракан",Москва
6/20/2019 1:00:18,"соленый огурец. На полу валяется, никто его не ест","Домодедово, Московская область"
6/20/2019 1:04:03,В попе шоколадина,Череповец
6/20/2019 1:04:30,В попе шоколадина,Череповец
6/20/2019 1:06:42,пустая шоколадина,Псков
6/20/2019 1:11:32,"В попе шоколадина
Соленый огурец
На носу горячий блин",Вологодская обл. г.Череповец
6/20/2019 1:15:05,курица-помада,"ЯНАО, г.Губкинский"
6/20/2019 1:31:07,Турецкий барабан,Москва
6/20/2019 1:49:53,"Жадина-говядина
Северный олень
Рученьки скупые 
Поделиться лень","Московская область, город Красногорск"
6/20/2019 2:00:43,"Пустая шоколадина, лысый паровоз",Якутск
6/20/2019 2:01:51,"Твой папа дед мороз, а мамочка фиалочка, а ты сопливый нос",Якутск
6/20/2019 2:04:27,пустая шоколадина всю помойку облизала и спасибо не сказала,"Белоярский, Свердловская область"
6/20/2019 2:42:25,"Пустая шоколадина
(?? Не помню чем. Может быть опилками) набитая
Чтоб не была сердитая",Ленинград
6/20/2019 3:53:16,"Соленый огурец, никто тебя не любит, никто тебя не ест",Рига
6/20/2019 4:19:04,солёный огурец на полу валяется никто его не ест,Новосибирск
6/20/2019 4:19:26,пустая шоколадина,Новосибирск
6/20/2019 4:32:46,"Соленый огурец, по полу катается никто его не ест",Красноярск
6/20/2019 4:40:35,В жопе шоколадина,Красноуфимск Свердловская область
6/20/2019 5:02:05,"Соленый огурец. Никто его не любит, никто его не ест.","Рассказово, Тамбовская область"
6/20/2019 6:20:44,"солёный огурец, по полу валяется никто его не ест. Муха прилетела, понюхала и съела.","Салехард, Тюменская обл."
6/20/2019 6:25:51,"Соленый огурец, никто тебя не кушает, никто тебя не ест",Казахстан Алматы
6/20/2019 7:06:57,Пустая шоколадина,Екатеринбург
6/20/2019 7:30:59,"Твой папа Дед Мороз
Мамочка-фиалочка
А ты сопливый нос

Без ""шоколадины"" я слышала только от мамы и бабушки. Им сейчас 45 и 70 лет соответственно, детство прошло в Свердловской области. Только прочитав статью, вспомнила об этом варианте, потому что только в детстве и слышала от мамы и бабушки.

В моем детстве, также, был вариант: ""пустая шоколадина
Все помойки облизала и спасибо не сказала"", но жадина-говядина могла заменяться на ""повторюша дядя хрюша"") 
","Екатеринбург, Свердловская область "
6/20/2019 7:41:12,Булка-шоколадина,"Киров, Кировская область"
6/20/2019 7:48:19,Курица-помадина,Нижневартовск
6/20/2019 8:13:30,"Соленый огурец, на полу валяется, никто его не ест.",Саратовская область
6/20/2019 8:14:15,Солёный огурец,"Волгодонск, Ростовская область"
6/20/2019 8:14:57,нелепый казнокрад по полу катается -- никто ему не рад.,Калининград
6/20/2019 8:33:17,"Турецкий барабан, кто на нем играет - (имя)-таракан
",Москва
6/20/2019 8:35:27," – турецкий барабан.
Кто на нём играет?
[Имя]-таракан.",Москва
6/20/2019 8:53:15,в жопе шоколадина,иркутская область
6/20/2019 8:55:33,В жопе шоколадина,Татарстан
6/20/2019 9:03:35,Немецкий барабан,Курск
6/20/2019 9:09:41,Солёный огурец на полу валяется никто его не ест. Муха прилетела понюхала и съела.,"Североуральск, Свердловская обл."
6/20/2019 9:16:50,Солёный огурец,
6/20/2019 9:16:56,"Жадина-говядина,соленый огурец. На полу валяется,никто его не ест. Муха прилетала,понюхала и съела. Но помню некоторые говорили эту дразнилку,заканчивая « а ты сопливый нос »",Ставропольский край
6/20/2019 9:22:27,"Соленый огурец, на полу валяется, никто его не ест ",Новосибирск
6/20/2019 9:27:10,"Зелёный огурец, на полу валяется никто его не ест","Челябинская область, город Челябинск "
6/20/2019 9:30:31,в жопе шоколадина,Иркутская область
6/20/2019 9:30:43,Соленый огурец на полу валяется никто его его/тебя не ест,"Коломна, Московская область"
6/20/2019 9:32:29,в попе шоколадина,"Рыбинск, Ярославская обл."
6/20/2019 9:33:14,в жопе шоколадина,"Рыбинск, Ярославская обл."
6/20/2019 9:34:57,"Соленый огурец, на полу валяется - никто его не ест",Самара
6/20/2019 9:36:41,Зелёный огурец,Тамбовская область
6/20/2019 9:38:39,все помойки облизала и спасибо не сказала,"г. Кондрово, Калужская область"
6/20/2019 9:42:49,"Жадина-говядина, солёный огурец, на полу валяется, никто его не ест","Магнитогорск, Челябинская область"
6/20/2019 9:44:28,"Жадина говядина, пустая шоколадина. Никто тебя не любит, голову отрубит",Респ. Бурятия. Улан-Удэ
6/20/2019 9:44:40,"Жадина-говядина, твой папа - дед мороз, мамочка - фиалочка, а ты сопливый нос","Магнитогорск, Челябинская область"
6/20/2019 9:45:12,пустая шоколадина,"Беларусь, Гродненская область, город Сморгонь"
6/20/2019 9:46:00,"солёный огурец, по полу валяется, никто его не ест","Беларусь, Гродненская область, г. Сморгонь"
6/20/2019 9:46:52,"Соленый огурец, по полу валяется, никто ее не ест",Москва
6/20/2019 9:47:53,Турецкий барабан,Москва
6/20/2019 9:55:37,Пустая шоколадина,Свердловская область Екатеринбург
6/20/2019 9:55:54,"Турецкий барабан (кто на нем играет, тот и таракан)","Поварово, Московская область"
6/20/2019 9:56:27,Соленый огурец,Тула
6/20/2019 10:00:24,Жопа-шоколадина,Республика Башкортостан
6/20/2019 10:00:36,"Солёный огурец
На полу валяется
Никто его не ест 
Пришла муха-цекатуха
Пописала покупала и улетела","Ноябрьск, ЯНАО"
6/20/2019 10:01:05,"Соленый огурец, на полу валяется никто его не ест, в попе шоколадина",Нижегородская область
6/20/2019 10:01:34,Пустая шоколадина солёный огурец на полу валяется никто его не ест,Санкт-Петербург
6/20/2019 10:02:49,Пустая шоколадина,"Дашкино, Республика Мордовия"
6/20/2019 10:02:55,"Солёный огурец, по полу валяется никто его не ест","Красноярский край, г. Минусинск"
6/20/2019 10:03:46,пустая шоколадина,Санкт-Петербург
6/20/2019 10:10:30,"Соленый огурец, на полу валяется, никто его не ест","Южно-Сахалинск, Сахалинская область"
6/20/2019 10:11:34,"Соленый огурец, на полу валяется, никто его не ест, муха прилетела, понюхала и съела","Южно-Сахалинск, Сахалинская область"
6/20/2019 10:11:43,"соленый огурец, по полу катается, никто его не ест","Ноябрьск, Тюменская"
6/20/2019 10:12:26,соленый огурец,Екатеринбург
6/20/2019 10:14:14,"На пузе барабан, кто на нём играет (имя) - таракан",Смоленская область
6/20/2019 10:18:43,"Пустая шоколадина,
Редко добавляли после шоколадины соленый огурец",Санкт-Петербург
6/20/2019 10:21:42,"соленый огурец, ты на полу валяешься, никто тебя не ест",Ижевск
6/20/2019 10:23:57,Большая шоколадина,"Пермь, Пермский край"
6/20/2019 10:29:46,"Ты жадина-говядина, твой папа Дед Мороз, а мамочка Снегурочка, а ты овечий хвост","Кишинев, Молдова, дразнилку рассказала бабушка, в 50-60 росшая в Алтае"
6/20/2019 10:31:45,в жопе шоколадина,"Альметьевск, республика Татарстан"
6/20/2019 10:32:29,"Солёный огурец, по полу валяется, никто его не ест",Воркута
6/20/2019 10:34:13,"соленый огурец на полу валяется, никто его не ест","Алексин, Тульская область"
6/20/2019 10:36:07,"Жадина-говядина
Пустая шоколадина
Соленый огурец
По полу валяется 
Никто его не ест.
Муха прилетела 
Понюхала и съела","Петергоф, Ленинград"
6/20/2019 10:37:22,"Жадина-говядина
На пузе барабан.
Кто на нем играет?
""Имя"" таракан!",Москва
6/20/2019 10:39:32,Соленый огурец на полу валяется никто тебя не ест,Амурская область
6/20/2019 10:42:30,"Соленый огурец на полу валяется никто тебя не ест, муха прилетела понюхала и съела",Амурская область
6/20/2019 10:43:41,"Соленый огурец на полу валяется никто тебя не ест, а на пузе барабан - нарисованный кабан",Амурская область
6/20/2019 10:47:47,"Соленый огурец. Вы в статье дядю хрюшу упомянули, у меня другой вариант: повторюша дядя хрюша из помойного ведра его кошка целовала а собака родила.","Томск, Томская область"
6/20/2019 10:49:58,пустая шоколадина,Екатеринбург
6/20/2019 10:50:28,"соленый огурец, на полу валяется, никто его не ест",Екатеринбург
6/20/2019 10:57:41,В жопе шоколадина,"Село Яренск, Ленский район, Архангельская область"
6/20/2019 11:07:13,"Соленый огурец, на полу валяется, никто его не ест, муха прилетела, понюхала и сьела",Владикавказ
6/20/2019 11:11:22,"С ""Дагестанским уникальным вариантом"" вас обманули. Это переделка песенки про ёлочку, и звучит так:
""Я дурочка-Снегурочка,
Мой папа - Дед Мороз,
А мамочка - фиалочка,
А ты - сопливый нос.""
Никакого отношения к жадине-говядине это не имеет.",Челяба
6/20/2019 11:21:50,"Соленый огурец, на полу валятся никто его не ест.",Волгоград
6/20/2019 11:23:53,"Соленый огурец, по полу валяется никто его не ест, муха прилетела, покакала и съела","Изобильный, Ставропольский край"
6/20/2019 11:28:20,"Соленый огурец, на полу валяется, никто его не ест, а муха прилетела, понюхала и съела",Москва
6/20/2019 11:29:27,солёный огурец по полу валяется никто его не ест,Строитель Белгородская область
6/20/2019 11:31:40,солёный огурец на полу валяется никто его не ест,"Волгоград, Вологоградская область"
6/20/2019 11:39:47,"Не хотите такое же исследование провести про «камень ножницы бумага цу е фа”? Я всегда говорила цу е фа, потом, когда переехала в другой район, оказалось, что там говорят чин га чи.",
6/20/2019 11:42:39,Большая шоколадина,Санкт-Петербург
6/20/2019 11:46:35,Кислая капуста,Ленинград
6/20/2019 11:54:08,"Соленый огурец. На полу валяется, никто его не ест.","Одинцово, московкска область"
6/20/2019 11:56:12,"турецкий барабан, кто на нем играет - тот рыжий таракан","Москва, Ступино"
6/20/2019 12:00:04,"Солёный огурец, на полу валяется, никто его не ест","Магнитогорск , Челябинская область"
6/20/2019 12:03:23,"Жадина-говядина, солёный огурец, на полу валяется, никто его не ест.",Ростов-на-Дону
6/20/2019 12:05:56,"В статье упоминается единичный вариант, который назван авторским, про еврейского акробата. Я совершенно уверена, что про акробата и управление им я что-то слышала. Но не в детстве, а несколько позже, в подростковом возрасте. И мне кажется, что это не было связано с жадиной-говядиной, а имело отношение к какому-то другому фольклорному тексту.",Ростов-на-Дону
6/20/2019 12:15:07,"турецкий барабан, кто на нем играет - немецкий таракан",Москва
6/20/2019 12:17:37,"Турецкий барабан, а кто на нем играет - (имя) таракан",Москва
6/20/2019 12:19:25,"Турецкий барабан, а кто на нем играет - серый таракан (не знвю почему, у нас считалось, что серый - это как бы оригинал, но вместо него можно (нужно) вставить имя ",Москва
6/20/2019 12:26:13,"И солёный огурец, по полу валяется и никто его не ест","Сумгаит, Азербайджан"
6/20/2019 12:32:45,зеленый огурец на полу валяется никто его не ест,"Кировоград, кировоградская область"
6/20/2019 12:37:50,солёный огурец по полу валяешься никто тебя не ест,Томск
6/20/2019 12:43:21,"Турецкий барабан, никто с тобой не водится, даже таракан","Химки, Московская область"
6/20/2019 12:43:51,"Соленый огурец. 
В статье с подсчётом была версия ""папа дед мороз..."". Моя мама говорила такую дразнилку так: ""Ты дурочка-снегурочка, а папа Дед Мороз, а мамочка - фиалочка, и твой сопливый нос"". Возможно автор того уникального четверостишия просто забыл откуда три последние строки. 
П.С. маме 48, она родилась и провела детство там же где и я.",Ставропольский край
6/20/2019 12:45:24,"соленый огурец, по полу валяется -- никто его не ест","Ташкент, Узбекистан"
6/20/2019 12:50:47,"Соленый огурец. По полу валяется, никто его не ест. Муха  прилетела, покакала и съела ","Станица Каневская, Краснодарский край "
6/20/2019 12:54:55,"Солёный огурец, по полу валяется, никто его не ест.","Вентспилс, Латвич"
6/20/2019 13:18:54,"Жадина-говядина
Соленый огурец
По полу валяется 
Никто его не ест.
Муха прилетела 
Понюхала и съела. 
Пришел паровоз,
Понюхал и увёз.","Самара, Самарская область (тогда Куйбышев)"
6/20/2019 13:19:12,"пустая шоколадина, солёный огурец, на полу валяется, никто его не ест",Новосибирская область
6/20/2019 13:22:01,в попе шоколадина,Ярославская область
6/20/2019 13:32:01,пустая шоколадина (но и другие тоже слышал от разных детей),Нижний новгород
6/20/2019 13:38:50,курица-помадина,Санкт-Петербург
6/20/2019 13:45:13,"Турецкий барабан, кто на нем играет (имя) таракан",Московская область
6/20/2019 13:50:42,солёный огурец на полу валяется никто его не ест,Хабаровский край
6/20/2019 13:57:00,В попе шоколадина,"Сыктывкар, Республика Коми "
6/20/2019 13:57:59,"Солёный огурец, на полу валяется, никто его не ест","Сыктывкар, Республика Коми "
6/20/2019 13:59:13,"В жопе шоколадина. 

(предполагается, что жадина столь жаден, что в попытке спрятать шоколадину и не делиться ею спрятал ее в заднем проходе) ",Великий Новгород
6/20/2019 14:08:17,"солёный огурец. на полу валяется, никто его не ест. муха прилетела, понюхала и съела","г. Майкоп, республика Адыгея"
6/20/2019 14:13:45,"турецкий барабан, кто на нём играет - (имя)-таракан",Москва
6/20/2019 14:39:45,"Жадина-говядина
Соленый огурец
На полу валяется
Никто его не ест.
Муха прилетела
Понюхала и съела",Ставропольский край
6/20/2019 14:41:20,Большая шоколадина,"Г. Сарапул, Удмуртская Республика "
6/20/2019 14:48:40,соленый огурец,"Ошская область, Киргизская ССР (родители с Полтавской области, Украинская ССР)"
6/20/2019 14:49:23,"зеленый огурец, на полу валяется, никто его не ест","Ошская область, Киргизская ССР (родители с Полтавской области, Украинская ССР)"
6/20/2019 15:12:20,"соленый огурец, на полу валяется, никто его не ест","Репки, Черниговская область"
6/20/2019 15:15:19,тупой американец,"Лальск, Сясьстрой"
6/20/2019 15:20:37,"Соленый огурец, по полу валяется, никто его не ест. Муха прилетела, понюхала и съела",Петропавловск-Камчатский
6/20/2019 15:26:49,"Про мамочку-фиалочку, возможно, люди перепутали, это не про жадину-говядину, поэтому было мало таких ответов. В моем детстве говорили так: дурочка-снегурочка, твой папа - дед мороз, мамочка - фиалочка, а ты - сопливый нос! А жадину-говядину я уже продолжала. С соленым, разумеется, огурцом ))",Томск
6/20/2019 15:47:38,"
твой папа Дед Мороз,
а мамочка — Снегурочка,
а ты сопливый нос.",Подмосковье
6/20/2019 15:48:58,"
солёный огурец, 
на полу валяется
никто его не ест",Подмосковье
6/20/2019 15:56:23,Курица-помадина,"г. Сосновый Бор, Ленинградская область"
6/20/2019 16:10:41,большая шоколадина,Курган
6/20/2019 16:14:43,"По поводу «Жадина-говядина, пустая шоколадина, а на пузе барабан, нарисованный кабан, а кабан шевелится, завтра (имя) женится» 
У нас была с похожей концовкой, но не связанная с жадиной такая:
Ленка-пенка-колбаса, на веревочке оса, а оса шевелится Ленка завтра женится",Калининградская область/Москва/Тбилиси
6/20/2019 16:17:44,"Соленый огурец, на полу валяется, никто его не ест","Тульская область, Ефремов"
6/20/2019 16:37:44,Пустая шоколадина,Вологодская область
6/20/2019 16:40:00,Большая шоколадина,Ижевск
6/20/2019 16:45:18,Пустая шоколадина,Екатеринбург (Свердловск)
6/20/2019 16:47:52,солёный огурец,Волгоград
6/20/2019 16:50:32,"Дагестанский вариант про ""папа дед мороз"" - из другой дразнилки. Звучит она так: Я дурочка - Снегурочка,
Мой папа - Дед Мороз,
А мамочка - фиалочка, 
А ты - сопливый нос!",Волгоград
6/20/2019 16:59:17,"Жадина-говядина
Соленый огурец
По полу валяется
Никто его не ест","с.Пески, Воронежская область"
6/20/2019 17:01:14,турецкий барабан,"Реутов, Московская область"
6/20/2019 17:27:07,Турецкий барабан. Кто на нем играет? (Имя) таракан,Москва
6/20/2019 17:31:00,"Пустая шоколадина, соленый огурец, на полочке валяется, никто его не ест.",Спб
6/20/2019 17:42:17,пустая шоколадина,Екатеринбург
6/20/2019 17:46:04,Турецкий барабан,Москва
6/20/2019 17:51:13,немецкий таракан,"Северная Осетия, Владикавказ"
6/20/2019 18:04:00,Жопа шоколадина,"Чебоксары, Чувашия"
6/20/2019 18:07:52,Большая шоколадина,"Пермь, Пермская область"
6/20/2019 18:08:32,Курица-помадина,"Пермь, Пермская область"
6/20/2019 18:34:51,"Солёный огурец  По полу валяется, никто его не ест",Сахалинская Область
6/20/2019 19:21:52,в попе огурец,архангельск
